raceId,year,round,circuitId,name,resultId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,statusId
337,2010,1,3,Bahrain Grand Prix,20323.0,4.0,6.0,8,3.0,1,1,1.0,25.0,49.0,1:39:20.396,5960396,45,1,1:58.287,1.0
337,2010,1,3,Bahrain Grand Prix,20324.0,13.0,6.0,7,2.0,2,2,2.0,18.0,49.0,+16.099,5976495,38,5,1:59.732,1.0
337,2010,1,3,Bahrain Grand Prix,20325.0,1.0,1.0,2,4.0,3,3,3.0,15.0,49.0,+23.182,5983578,42,4,1:59.560,1.0
337,2010,1,3,Bahrain Grand Prix,20326.0,20.0,9.0,5,1.0,4,4,4.0,12.0,49.0,+38.799,5999195,32,12,2:00.218,1.0
337,2010,1,3,Bahrain Grand Prix,20327.0,3.0,131.0,4,5.0,5,5,5.0,10.0,49.0,+40.213,6000609,45,13,2:00.236,1.0
337,2010,1,3,Bahrain Grand Prix,20328.0,30.0,131.0,3,7.0,6,6,6.0,8.0,49.0,+44.163,6004559,45,11,2:00.204,1.0
337,2010,1,3,Bahrain Grand Prix,20329.0,18.0,1.0,1,8.0,7,7,7.0,6.0,49.0,+45.280,6005676,45,9,1:59.970,1.0
337,2010,1,3,Bahrain Grand Prix,20330.0,17.0,9.0,6,6.0,8,8,8.0,4.0,49.0,+46.360,6006756,45,3,1:59.487,1.0
337,2010,1,3,Bahrain Grand Prix,20331.0,24.0,10.0,15,12.0,9,9,9.0,2.0,49.0,+53.008,6013404,39,7,1:59.906,1.0
337,2010,1,3,Bahrain Grand Prix,20332.0,22.0,3.0,9,11.0,10,10,10.0,1.0,49.0,+1:02.489,6022885,47,6,1:59.833,1.0
337,2010,1,3,Bahrain Grand Prix,20333.0,9.0,4.0,11,9.0,11,11,11.0,0.0,49.0,+1:09.093,6029489,33,14,2:00.474,1.0
337,2010,1,3,Bahrain Grand Prix,20334.0,16.0,10.0,14,10.0,12,12,12.0,0.0,49.0,+1:22.958,6043354,49,2,1:59.393,1.0
337,2010,1,3,Bahrain Grand Prix,20335.0,153.0,5.0,17,18.0,13,13,13.0,0.0,49.0,+1:32.656,6053052,28,8,1:59.964,1.0
337,2010,1,3,Bahrain Grand Prix,20336.0,807.0,3.0,10,13.0,14,14,14.0,0.0,48.0,\N,\N,34,15,2:01.401,11.0
337,2010,1,3,Bahrain Grand Prix,20337.0,5.0,205.0,19,21.0,15,15,15.0,0.0,47.0,\N,\N,47,17,2:02.701,12.0
337,2010,1,3,Bahrain Grand Prix,20338.0,67.0,5.0,16,15.0,16,16,16.0,0.0,46.0,\N,\N,41,10,2:00.080,10.0
337,2010,1,3,Bahrain Grand Prix,20339.0,15.0,205.0,18,20.0,17,17,17.0,0.0,46.0,\N,\N,34,18,2:02.930,9.0
337,2010,1,3,Bahrain Grand Prix,20340.0,37.0,15.0,22,14.0,\N,R,18.0,0.0,28.0,\N,\N,27,16,2:01.650,9.0
337,2010,1,3,Bahrain Grand Prix,20341.0,811.0,164.0,21,23.0,\N,R,19.0,0.0,17.0,\N,\N,14,22,2:09.127,25.0
337,2010,1,3,Bahrain Grand Prix,20342.0,10.0,166.0,24,19.0,\N,R,20.0,0.0,16.0,\N,\N,11,21,2:07.062,6.0
337,2010,1,3,Bahrain Grand Prix,20343.0,808.0,4.0,12,17.0,\N,R,21.0,0.0,13.0,\N,\N,7,19,2:04.307,22.0
337,2010,1,3,Bahrain Grand Prix,20344.0,155.0,15.0,23,16.0,\N,R,22.0,0.0,11.0,\N,\N,4,20,2:05.044,9.0
337,2010,1,3,Bahrain Grand Prix,20345.0,810.0,166.0,25,22.0,\N,R,23.0,0.0,2.0,\N,\N,2,23,2:09.361,9.0
337,2010,1,3,Bahrain Grand Prix,20346.0,812.0,164.0,20,24.0,\N,R,24.0,0.0,1.0,\N,\N,\N,\N,\N,3.0
338,2010,2,1,Australian Grand Prix,20347.0,18.0,1.0,1,4.0,1,1,1.0,25.0,58.0,1:33:36.531,5616531,52,6,1:29.291,1.0
338,2010,2,1,Australian Grand Prix,20348.0,9.0,4.0,11,9.0,2,2,2.0,18.0,58.0,+12.034,5628565,52,8,1:29.570,1.0
338,2010,2,1,Australian Grand Prix,20349.0,13.0,6.0,7,5.0,3,3,3.0,15.0,58.0,+14.488,5631019,52,7,1:29.537,1.0
338,2010,2,1,Australian Grand Prix,20350.0,4.0,6.0,8,3.0,4,4,4.0,12.0,58.0,+16.304,5632835,47,10,1:29.707,1.0
338,2010,2,1,Australian Grand Prix,20351.0,3.0,131.0,4,6.0,5,5,5.0,10.0,58.0,+16.683,5633214,53,2,1:28.489,1.0
338,2010,2,1,Australian Grand Prix,20352.0,1.0,1.0,2,11.0,6,6,6.0,8.0,58.0,+29.898,5646429,47,3,1:28.506,1.0
338,2010,2,1,Australian Grand Prix,20353.0,24.0,10.0,15,13.0,7,7,7.0,6.0,58.0,+59.847,5676378,55,9,1:29.685,1.0
338,2010,2,1,Australian Grand Prix,20354.0,22.0,3.0,9,8.0,8,8,8.0,4.0,58.0,+1:00.536,5677067,58,5,1:29.210,1.0
338,2010,2,1,Australian Grand Prix,20355.0,17.0,9.0,6,2.0,9,9,9.0,2.0,58.0,+1:07.319,5683850,47,1,1:28.358,1.0
338,2010,2,1,Australian Grand Prix,20356.0,30.0,131.0,3,7.0,10,10,10.0,1.0,58.0,+1:09.391,5685922,58,4,1:29.185,1.0
338,2010,2,1,Australian Grand Prix,20357.0,153.0,5.0,17,17.0,11,11,11.0,0.0,58.0,+1:11.301,5687832,49,11,1:29.713,1.0
338,2010,2,1,Australian Grand Prix,20358.0,37.0,15.0,22,14.0,12,12,12.0,0.0,58.0,+1:14.084,5690615,54,12,1:30.587,1.0
338,2010,2,1,Australian Grand Prix,20359.0,5.0,205.0,19,19.0,13,13,13.0,0.0,56.0,\N,\N,52,14,1:33.638,12.0
338,2010,2,1,Australian Grand Prix,20360.0,812.0,164.0,20,22.0,14,14,14.0,0.0,53.0,\N,\N,48,16,1:35.045,15.0
338,2010,2,1,Australian Grand Prix,20361.0,10.0,166.0,24,23.0,\N,R,15.0,0.0,41.0,\N,\N,37,15,1:34.230,22.0
338,2010,2,1,Australian Grand Prix,20362.0,810.0,166.0,25,24.0,\N,R,16.0,0.0,26.0,\N,\N,17,17,1:36.607,9.0
338,2010,2,1,Australian Grand Prix,20363.0,20.0,9.0,5,1.0,\N,R,17.0,0.0,25.0,\N,\N,22,13,1:31.556,36.0
338,2010,2,1,Australian Grand Prix,20364.0,16.0,10.0,14,10.0,\N,R,18.0,0.0,9.0,\N,\N,6,19,1:43.223,5.0
338,2010,2,1,Australian Grand Prix,20365.0,808.0,4.0,12,18.0,\N,R,19.0,0.0,9.0,\N,\N,6,18,1:43.132,20.0
338,2010,2,1,Australian Grand Prix,20366.0,811.0,164.0,21,21.0,\N,R,20.0,0.0,4.0,\N,\N,4,20,2:27.276,9.0
338,2010,2,1,Australian Grand Prix,20367.0,67.0,5.0,16,12.0,\N,R,21.0,0.0,0.0,\N,\N,\N,\N,\N,4.0
338,2010,2,1,Australian Grand Prix,20368.0,807.0,3.0,10,15.0,\N,R,22.0,0.0,0.0,\N,\N,\N,\N,\N,4.0
338,2010,2,1,Australian Grand Prix,20369.0,155.0,15.0,23,16.0,\N,R,23.0,0.0,0.0,\N,\N,\N,\N,\N,4.0
338,2010,2,1,Australian Grand Prix,20370.0,15.0,205.0,18,20.0,\N,W,24.0,0.0,0.0,\N,\N,\N,\N,\N,9.0
339,2010,3,2,Malaysian Grand Prix,20371.0,20.0,9.0,5,3.0,1,1,1.0,25.0,56.0,1:33:48.412,5628412,53,6,1:37.813,1.0
339,2010,3,2,Malaysian Grand Prix,20372.0,17.0,9.0,6,1.0,2,2,2.0,18.0,56.0,+4.849,5633261,53,1,1:37.054,1.0
339,2010,3,2,Malaysian Grand Prix,20373.0,3.0,131.0,4,2.0,3,3,3.0,15.0,56.0,+13.504,5641916,53,8,1:38.129,1.0
339,2010,3,2,Malaysian Grand Prix,20374.0,9.0,4.0,11,6.0,4,4,4.0,12.0,56.0,+18.589,5647001,55,7,1:38.074,1.0
339,2010,3,2,Malaysian Grand Prix,20375.0,16.0,10.0,14,4.0,5,5,5.0,10.0,56.0,+21.059,5649471,55,9,1:38.160,1.0
339,2010,3,2,Malaysian Grand Prix,20376.0,1.0,1.0,2,20.0,6,6,6.0,8.0,56.0,+23.471,5651883,32,4,1:37.745,1.0
339,2010,3,2,Malaysian Grand Prix,20377.0,13.0,6.0,7,21.0,7,7,7.0,6.0,56.0,+27.068,5655480,48,5,1:37.784,1.0
339,2010,3,2,Malaysian Grand Prix,20378.0,18.0,1.0,1,17.0,8,8,8.0,4.0,56.0,+37.918,5666330,49,10,1:38.501,1.0
339,2010,3,2,Malaysian Grand Prix,20379.0,153.0,5.0,17,14.0,9,9,9.0,2.0,56.0,+1:10.602,5699014,44,13,1:39.489,1.0
339,2010,3,2,Malaysian Grand Prix,20380.0,807.0,3.0,10,5.0,10,10,10.0,1.0,56.0,+1:13.399,5701811,51,11,1:39.124,1.0
339,2010,3,2,Malaysian Grand Prix,20381.0,67.0,5.0,16,13.0,11,11,11.0,0.0,56.0,+1:18.938,5707350,54,3,1:37.610,1.0
339,2010,3,2,Malaysian Grand Prix,20382.0,22.0,3.0,9,7.0,12,12,12.0,0.0,55.0,\N,\N,46,12,1:39.428,11.0
339,2010,3,2,Malaysian Grand Prix,20383.0,4.0,6.0,8,19.0,13,13,13.0,0.0,54.0,\N,\N,41,2,1:37.231,5.0
339,2010,3,2,Malaysian Grand Prix,20384.0,810.0,166.0,25,24.0,14,14,14.0,0.0,53.0,\N,\N,28,18,1:43.224,13.0
339,2010,3,2,Malaysian Grand Prix,20385.0,812.0,164.0,20,22.0,15,15,15.0,0.0,53.0,\N,\N,40,21,1:44.790,13.0
339,2010,3,2,Malaysian Grand Prix,20386.0,811.0,164.0,21,23.0,16,16,16.0,0.0,52.0,\N,\N,39,22,1:45.334,14.0
339,2010,3,2,Malaysian Grand Prix,20387.0,15.0,205.0,18,18.0,17,17,17.0,0.0,51.0,\N,\N,31,20,1:43.753,15.0
339,2010,3,2,Malaysian Grand Prix,20388.0,5.0,205.0,19,15.0,\N,N,18.0,0.0,46.0,\N,\N,44,17,1:42.701,88.0
339,2010,3,2,Malaysian Grand Prix,20389.0,808.0,4.0,12,11.0,\N,R,19.0,0.0,32.0,\N,\N,32,14,1:40.693,6.0
339,2010,3,2,Malaysian Grand Prix,20390.0,24.0,10.0,15,10.0,\N,R,20.0,0.0,12.0,\N,\N,9,16,1:42.594,37.0
339,2010,3,2,Malaysian Grand Prix,20391.0,30.0,131.0,3,8.0,\N,R,21.0,0.0,9.0,\N,\N,9,15,1:42.084,36.0
339,2010,3,2,Malaysian Grand Prix,20392.0,155.0,15.0,23,9.0,\N,R,22.0,0.0,8.0,\N,\N,6,19,1:43.340,5.0
339,2010,3,2,Malaysian Grand Prix,20393.0,10.0,166.0,24,16.0,\N,R,23.0,0.0,2.0,\N,\N,2,23,1:46.388,20.0
339,2010,3,2,Malaysian Grand Prix,20394.0,37.0,15.0,22,12.0,\N,W,24.0,0.0,0.0,\N,\N,\N,\N,\N,5.0
340,2010,4,17,Chinese Grand Prix,20395.0,18.0,1.0,1,5.0,1,1,1.0,25.0,56.0,1:46:42.163,6402163,14,4,1:42.886,1.0
340,2010,4,17,Chinese Grand Prix,20396.0,1.0,1.0,2,6.0,2,2,2.0,18.0,56.0,+1.530,6403693,13,1,1:42.061,1.0
340,2010,4,17,Chinese Grand Prix,20397.0,3.0,131.0,4,4.0,3,3,3.0,15.0,56.0,+9.484,6411647,14,5,1:43.245,1.0
340,2010,4,17,Chinese Grand Prix,20398.0,4.0,6.0,8,3.0,4,4,4.0,12.0,56.0,+11.869,6414032,14,9,1:44.134,1.0
340,2010,4,17,Chinese Grand Prix,20399.0,9.0,4.0,11,8.0,5,5,5.0,10.0,56.0,+22.213,6424376,14,6,1:43.630,1.0
340,2010,4,17,Chinese Grand Prix,20400.0,20.0,9.0,5,1.0,6,6,6.0,8.0,56.0,+33.310,6435473,14,2,1:42.358,1.0
340,2010,4,17,Chinese Grand Prix,20401.0,808.0,4.0,12,14.0,7,7,7.0,6.0,56.0,+47.600,6449763,14,8,1:43.801,1.0
340,2010,4,17,Chinese Grand Prix,20402.0,17.0,9.0,6,2.0,8,8,8.0,4.0,56.0,+52.172,6454335,14,3,1:42.609,1.0
340,2010,4,17,Chinese Grand Prix,20403.0,13.0,6.0,7,7.0,9,9,9.0,2.0,56.0,+57.796,6459959,14,13,1:44.594,1.0
340,2010,4,17,Chinese Grand Prix,20404.0,30.0,131.0,3,9.0,10,10,10.0,1.0,56.0,+1:01.749,6463912,14,10,1:44.298,1.0
340,2010,4,17,Chinese Grand Prix,20405.0,16.0,10.0,14,10.0,11,11,11.0,0.0,56.0,+1:02.874,6465037,14,11,1:44.364,1.0
340,2010,4,17,Chinese Grand Prix,20406.0,22.0,3.0,9,11.0,12,12,12.0,0.0,56.0,+1:03.665,6465828,17,14,1:45.559,1.0
340,2010,4,17,Chinese Grand Prix,20407.0,153.0,5.0,17,12.0,13,13,13.0,0.0,56.0,+1:11.416,6473579,14,7,1:43.755,1.0
340,2010,4,17,Chinese Grand Prix,20408.0,5.0,205.0,19,21.0,14,14,14.0,0.0,55.0,\N,\N,14,15,1:47.141,11.0
340,2010,4,17,Chinese Grand Prix,20409.0,807.0,3.0,10,16.0,15,15,15.0,0.0,55.0,\N,\N,13,12,1:44.549,11.0
340,2010,4,17,Chinese Grand Prix,20410.0,811.0,164.0,21,23.0,16,16,16.0,0.0,54.0,\N,\N,16,17,1:48.216,12.0
340,2010,4,17,Chinese Grand Prix,20411.0,812.0,164.0,20,24.0,17,17,17.0,0.0,52.0,\N,\N,15,18,1:48.788,14.0
340,2010,4,17,Chinese Grand Prix,20412.0,15.0,205.0,18,20.0,\N,R,18.0,0.0,26.0,\N,\N,14,19,1:49.675,9.0
340,2010,4,17,Chinese Grand Prix,20413.0,810.0,166.0,25,22.0,\N,R,19.0,0.0,8.0,\N,\N,7,20,1:53.185,8.0
340,2010,4,17,Chinese Grand Prix,20414.0,37.0,15.0,22,17.0,\N,R,20.0,0.0,7.0,\N,\N,6,16,1:47.739,39.0
340,2010,4,17,Chinese Grand Prix,20415.0,67.0,5.0,16,13.0,\N,R,21.0,0.0,0.0,\N,\N,\N,\N,\N,3.0
340,2010,4,17,Chinese Grand Prix,20416.0,155.0,15.0,23,15.0,\N,R,22.0,0.0,0.0,\N,\N,\N,\N,\N,3.0
340,2010,4,17,Chinese Grand Prix,20417.0,24.0,10.0,15,18.0,\N,R,23.0,0.0,0.0,\N,\N,\N,\N,\N,3.0
340,2010,4,17,Chinese Grand Prix,20418.0,10.0,166.0,24,19.0,\N,W,24.0,0.0,0.0,\N,\N,\N,\N,\N,5.0
341,2010,5,4,Spanish Grand Prix,20419.0,17.0,9.0,6,1.0,1,1,1.0,25.0,66.0,1:35:44.101,5744101,62,2,1:24.828,1.0
341,2010,5,4,Spanish Grand Prix,20420.0,4.0,6.0,8,4.0,2,2,2.0,18.0,66.0,+24.065,5768166,57,3,1:24.846,1.0
341,2010,5,4,Spanish Grand Prix,20421.0,20.0,9.0,5,2.0,3,3,3.0,15.0,66.0,+51.338,5795439,56,5,1:25.176,1.0
341,2010,5,4,Spanish Grand Prix,20422.0,30.0,131.0,3,6.0,4,4,4.0,12.0,66.0,+1:02.195,5806296,64,10,1:25.529,1.0
341,2010,5,4,Spanish Grand Prix,20423.0,18.0,1.0,1,5.0,5,5,5.0,10.0,66.0,+1:03.728,5807829,64,4,1:25.166,1.0
341,2010,5,4,Spanish Grand Prix,20424.0,13.0,6.0,7,9.0,6,6,6.0,8.0,66.0,+1:05.767,5809868,64,9,1:25.497,1.0
341,2010,5,4,Spanish Grand Prix,20425.0,16.0,10.0,14,11.0,7,7,7.0,6.0,66.0,+1:12.941,5817042,65,13,1:25.845,1.0
341,2010,5,4,Spanish Grand Prix,20426.0,9.0,4.0,11,7.0,8,8,8.0,4.0,66.0,+1:13.677,5817778,66,7,1:25.466,1.0
341,2010,5,4,Spanish Grand Prix,20427.0,22.0,3.0,9,17.0,9,9,9.0,2.0,65.0,\N,\N,59,12,1:25.728,11.0
341,2010,5,4,Spanish Grand Prix,20428.0,153.0,5.0,17,15.0,10,10,10.0,1.0,65.0,\N,\N,63,11,1:25.655,11.0
341,2010,5,4,Spanish Grand Prix,20429.0,808.0,4.0,12,19.0,11,11,11.0,0.0,65.0,\N,\N,63,8,1:25.470,11.0
341,2010,5,4,Spanish Grand Prix,20430.0,155.0,15.0,23,10.0,12,12,12.0,0.0,65.0,\N,\N,62,15,1:26.083,11.0
341,2010,5,4,Spanish Grand Prix,20431.0,3.0,131.0,4,8.0,13,13,13.0,0.0,65.0,\N,\N,50,6,1:25.455,11.0
341,2010,5,4,Spanish Grand Prix,20432.0,1.0,1.0,2,3.0,14,14,14.0,0.0,64.0,\N,\N,59,1,1:24.357,29.0
341,2010,5,4,Spanish Grand Prix,20433.0,24.0,10.0,15,16.0,15,15,15.0,0.0,64.0,\N,\N,63,14,1:25.924,5.0
341,2010,5,4,Spanish Grand Prix,20434.0,807.0,3.0,10,13.0,16,16,16.0,0.0,64.0,\N,\N,63,17,1:26.863,12.0
341,2010,5,4,Spanish Grand Prix,20435.0,15.0,205.0,18,18.0,17,17,17.0,0.0,63.0,\N,\N,56,18,1:29.564,13.0
341,2010,5,4,Spanish Grand Prix,20436.0,10.0,166.0,24,22.0,18,18,18.0,0.0,63.0,\N,\N,60,19,1:29.776,13.0
341,2010,5,4,Spanish Grand Prix,20437.0,810.0,166.0,25,23.0,19,19,19.0,0.0,62.0,\N,\N,47,20,1:29.904,14.0
341,2010,5,4,Spanish Grand Prix,20438.0,67.0,5.0,16,14.0,\N,R,20.0,0.0,42.0,\N,\N,41,16,1:26.724,9.0
341,2010,5,4,Spanish Grand Prix,20439.0,812.0,164.0,20,24.0,\N,R,21.0,0.0,27.0,\N,\N,26,22,1:32.041,22.0
341,2010,5,4,Spanish Grand Prix,20440.0,37.0,15.0,22,12.0,\N,R,22.0,0.0,18.0,\N,\N,9,21,1:30.411,4.0
341,2010,5,4,Spanish Grand Prix,20441.0,811.0,164.0,21,21.0,\N,R,23.0,0.0,0.0,\N,\N,\N,\N,\N,3.0
341,2010,5,4,Spanish Grand Prix,20442.0,5.0,205.0,19,20.0,\N,W,24.0,0.0,0.0,\N,\N,\N,\N,\N,6.0
342,2010,6,6,Monaco Grand Prix,20443.0,17.0,9.0,6,1.0,1,1,1.0,25.0,78.0,1:50:13.355,6613355,63,2,1:15.318,1.0
342,2010,6,6,Monaco Grand Prix,20444.0,20.0,9.0,5,3.0,2,2,2.0,18.0,78.0,+0.448,6613803,71,1,1:15.192,1.0
342,2010,6,6,Monaco Grand Prix,20445.0,9.0,4.0,11,2.0,3,3,3.0,15.0,78.0,+1.675,6615030,72,3,1:15.353,1.0
342,2010,6,6,Monaco Grand Prix,20446.0,13.0,6.0,7,4.0,4,4,4.0,12.0,78.0,+2.666,6616021,68,4,1:15.503,1.0
342,2010,6,6,Monaco Grand Prix,20447.0,1.0,1.0,2,5.0,5,5,5.0,10.0,78.0,+4.363,6617718,68,10,1:16.219,1.0
342,2010,6,6,Monaco Grand Prix,20448.0,4.0,6.0,8,24.0,6,6,6.0,8.0,78.0,+6.341,6619696,73,6,1:15.905,1.0
342,2010,6,6,Monaco Grand Prix,20449.0,3.0,131.0,4,6.0,7,7,7.0,6.0,78.0,+6.651,6620006,65,7,1:15.959,1.0
342,2010,6,6,Monaco Grand Prix,20450.0,16.0,10.0,14,12.0,8,8,8.0,4.0,78.0,+6.970,6620325,72,8,1:15.963,1.0
342,2010,6,6,Monaco Grand Prix,20451.0,24.0,10.0,15,10.0,9,9,9.0,2.0,78.0,+7.305,6620660,72,9,1:16.142,1.0
342,2010,6,6,Monaco Grand Prix,20452.0,67.0,5.0,16,13.0,10,10,10.0,1.0,78.0,+8.199,6621554,68,13,1:16.493,1.0
342,2010,6,6,Monaco Grand Prix,20453.0,153.0,5.0,17,17.0,11,11,11.0,0.0,78.0,+9.135,6622490,73,11,1:16.381,1.0
342,2010,6,6,Monaco Grand Prix,20454.0,30.0,131.0,3,7.0,12,12,12.0,0.0,78.0,+5.712,6619067,71,5,1:15.580,1.0
342,2010,6,6,Monaco Grand Prix,20455.0,808.0,4.0,12,14.0,13,13,13.0,0.0,73.0,\N,\N,60,12,1:16.405,23.0
342,2010,6,6,Monaco Grand Prix,20456.0,812.0,164.0,20,23.0,14,14,14.0,0.0,70.0,\N,\N,69,19,1:19.553,4.0
342,2010,6,6,Monaco Grand Prix,20457.0,15.0,205.0,18,19.0,15,15,15.0,0.0,70.0,\N,\N,69,18,1:19.340,4.0
342,2010,6,6,Monaco Grand Prix,20458.0,5.0,205.0,19,18.0,\N,R,16.0,0.0,58.0,\N,\N,57,14,1:18.401,38.0
342,2010,6,6,Monaco Grand Prix,20459.0,811.0,164.0,21,22.0,\N,R,17.0,0.0,58.0,\N,\N,58,20,1:20.130,9.0
342,2010,6,6,Monaco Grand Prix,20460.0,22.0,3.0,9,9.0,\N,R,18.0,0.0,30.0,\N,\N,22,16,1:19.074,22.0
342,2010,6,6,Monaco Grand Prix,20461.0,155.0,15.0,23,16.0,\N,R,19.0,0.0,26.0,\N,\N,24,15,1:18.775,6.0
342,2010,6,6,Monaco Grand Prix,20462.0,810.0,166.0,25,21.0,\N,R,20.0,0.0,25.0,\N,\N,19,22,1:22.255,36.0
342,2010,6,6,Monaco Grand Prix,20463.0,10.0,166.0,24,20.0,\N,R,21.0,0.0,22.0,\N,\N,11,21,1:20.775,49.0
342,2010,6,6,Monaco Grand Prix,20464.0,37.0,15.0,22,15.0,\N,R,22.0,0.0,21.0,\N,\N,21,17,1:19.270,9.0
342,2010,6,6,Monaco Grand Prix,20465.0,18.0,1.0,1,8.0,\N,R,23.0,0.0,2.0,\N,\N,2,23,2:14.285,5.0
342,2010,6,6,Monaco Grand Prix,20466.0,807.0,3.0,10,11.0,\N,R,24.0,0.0,0.0,\N,\N,\N,\N,\N,33.0
343,2010,7,5,Turkish Grand Prix,20467.0,1.0,1.0,2,2.0,1,1,1.0,25.0,58.0,1:28:47.620,5327620,54,12,1:30.075,1.0
343,2010,7,5,Turkish Grand Prix,20468.0,18.0,1.0,1,4.0,2,2,2.0,18.0,58.0,+2.645,5330265,42,7,1:29.895,1.0
343,2010,7,5,Turkish Grand Prix,20469.0,17.0,9.0,6,1.0,3,3,3.0,15.0,58.0,+24.285,5351905,54,2,1:29.195,1.0
343,2010,7,5,Turkish Grand Prix,20470.0,30.0,131.0,3,5.0,4,4,4.0,12.0,58.0,+31.110,5358730,53,6,1:29.810,1.0
343,2010,7,5,Turkish Grand Prix,20471.0,3.0,131.0,4,6.0,5,5,5.0,10.0,58.0,+32.266,5359886,52,9,1:29.977,1.0
343,2010,7,5,Turkish Grand Prix,20472.0,9.0,4.0,11,7.0,6,6,6.0,8.0,58.0,+32.824,5360444,57,4,1:29.580,1.0
343,2010,7,5,Turkish Grand Prix,20473.0,13.0,6.0,7,8.0,7,7,7.0,6.0,58.0,+36.635,5364255,58,10,1:29.996,1.0
343,2010,7,5,Turkish Grand Prix,20474.0,4.0,6.0,8,12.0,8,8,8.0,4.0,58.0,+46.544,5374164,56,11,1:30.011,1.0
343,2010,7,5,Turkish Grand Prix,20475.0,16.0,10.0,14,11.0,9,9,9.0,2.0,58.0,+49.029,5376649,55,8,1:29.959,1.0
343,2010,7,5,Turkish Grand Prix,20476.0,155.0,15.0,23,10.0,10,10,10.0,1.0,58.0,+1:05.650,5393270,42,16,1:30.891,1.0
343,2010,7,5,Turkish Grand Prix,20477.0,37.0,15.0,22,13.0,11,11,11.0,0.0,58.0,+1:05.944,5393564,50,14,1:30.421,1.0
343,2010,7,5,Turkish Grand Prix,20478.0,153.0,5.0,17,16.0,12,12,12.0,0.0,58.0,+1:07.800,5395420,50,3,1:29.535,1.0
343,2010,7,5,Turkish Grand Prix,20479.0,24.0,10.0,15,18.0,13,13,13.0,0.0,57.0,\N,\N,53,18,1:31.421,11.0
343,2010,7,5,Turkish Grand Prix,20480.0,22.0,3.0,9,15.0,14,14,14.0,0.0,57.0,\N,\N,53,17,1:30.933,11.0
343,2010,7,5,Turkish Grand Prix,20481.0,808.0,4.0,12,9.0,15,15,15.0,0.0,57.0,\N,\N,57,1,1:29.165,11.0
343,2010,7,5,Turkish Grand Prix,20482.0,67.0,5.0,16,14.0,16,16,16.0,0.0,57.0,\N,\N,57,5,1:29.588,11.0
343,2010,7,5,Turkish Grand Prix,20483.0,807.0,3.0,10,17.0,17,17,17.0,0.0,57.0,\N,\N,51,15,1:30.620,11.0
343,2010,7,5,Turkish Grand Prix,20484.0,10.0,166.0,24,21.0,18,18,18.0,0.0,55.0,\N,\N,48,19,1:32.265,13.0
343,2010,7,5,Turkish Grand Prix,20485.0,810.0,166.0,25,23.0,19,19,19.0,0.0,55.0,\N,\N,55,20,1:33.257,13.0
343,2010,7,5,Turkish Grand Prix,20486.0,812.0,164.0,20,24.0,20,20,20.0,0.0,52.0,\N,\N,37,24,1:34.585,48.0
343,2010,7,5,Turkish Grand Prix,20487.0,811.0,164.0,21,22.0,\N,R,21.0,0.0,46.0,\N,\N,35,21,1:34.247,32.0
343,2010,7,5,Turkish Grand Prix,20488.0,20.0,9.0,5,3.0,\N,R,22.0,0.0,39.0,\N,\N,37,13,1:30.181,4.0
343,2010,7,5,Turkish Grand Prix,20489.0,5.0,205.0,19,20.0,\N,R,23.0,0.0,33.0,\N,\N,26,22,1:34.363,9.0
343,2010,7,5,Turkish Grand Prix,20490.0,15.0,205.0,18,19.0,\N,R,24.0,0.0,32.0,\N,\N,26,23,1:34.463,9.0
344,2010,8,7,Canadian Grand Prix,20491.0,1.0,1.0,2,1.0,1,1,1.0,25.0,70.0,1:33:53.456,5633456,62,2,1:17.806,1.0
344,2010,8,7,Canadian Grand Prix,20492.0,18.0,1.0,1,4.0,2,2,2.0,18.0,70.0,+2.254,5635710,66,4,1:18.144,1.0
344,2010,8,7,Canadian Grand Prix,20493.0,4.0,6.0,8,3.0,3,3,3.0,15.0,70.0,+9.214,5642670,44,6,1:18.207,1.0
344,2010,8,7,Canadian Grand Prix,20494.0,20.0,9.0,5,2.0,4,4,4.0,12.0,70.0,+37.817,5671273,62,8,1:18.417,1.0
344,2010,8,7,Canadian Grand Prix,20495.0,17.0,9.0,6,7.0,5,5,5.0,10.0,70.0,+39.291,5672747,62,5,1:18.148,1.0
344,2010,8,7,Canadian Grand Prix,20496.0,3.0,131.0,4,10.0,6,6,6.0,8.0,70.0,+56.084,5689540,68,3,1:17.832,1.0
344,2010,8,7,Canadian Grand Prix,20497.0,9.0,4.0,11,8.0,7,7,7.0,6.0,70.0,+57.300,5690756,67,1,1:16.972,1.0
344,2010,8,7,Canadian Grand Prix,20498.0,67.0,5.0,16,15.0,8,8,8.0,4.0,69.0,\N,\N,39,15,1:19.784,11.0
344,2010,8,7,Canadian Grand Prix,20499.0,24.0,10.0,15,5.0,9,9,9.0,2.0,69.0,\N,\N,66,11,1:19.349,11.0
344,2010,8,7,Canadian Grand Prix,20500.0,16.0,10.0,14,9.0,10,10,10.0,1.0,69.0,\N,\N,68,13,1:19.530,11.0
344,2010,8,7,Canadian Grand Prix,20501.0,30.0,131.0,3,13.0,11,11,11.0,0.0,69.0,\N,\N,44,14,1:19.577,11.0
344,2010,8,7,Canadian Grand Prix,20502.0,153.0,5.0,17,16.0,12,12,12.0,0.0,69.0,\N,\N,69,16,1:19.842,11.0
